date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:21:01	98/98	---M--	200	added ('OK')	image/png	etag:%2210e1b37-62-525d2c8d02f80%22	https://gict.world/img/lang/RU.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/lang/RU.png	(from https://gict.world/)
19:21:01	19211/19211	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:00%20GMT	https://gict.world/bg	D:/Websites/gict.world.1/gict.world.1/gict.world/bg.html	(from https://gict.world/)
19:21:01	103/103	---M--	200	added ('OK')	image/png	etag:%2210e1b38-67-525d2c8b1ab00%22	https://gict.world/img/lang/BG.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/lang/BG.png	(from https://gict.world/)
19:21:01	18835/18835	---M--	200	added ('OK')	image/png	etag:%2210e1b3a-4993-5751faa784d00%22	https://gict.world/img/logo/gict-logo.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/logo/gict-logo.png	(from https://gict.world/)
19:21:02	23209/23209	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:00%20GMT	https://gict.world/en/page/1-about-us	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/1-about-us.html	(from https://gict.world/)
19:21:02	7367/7367	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:01%20GMT	https://gict.world/en/page/2-our-project	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/2-our-project.html	(from https://gict.world/)
19:21:02	7485/7485	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:01%20GMT	https://gict.world/en/page/3-information-copy-ic	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/3-information-copy-ic.html	(from https://gict.world/)
19:21:02	104405/104405	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:01%20GMT	https://gict.world/en/page/5-investment-proposal	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/5-investment-proposal.html	(from https://gict.world/)
19:21:03	9452/9452	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:01%20GMT	https://gict.world/en/science/1-history-of-information-copies	D:/Websites/gict.world.1/gict.world.1/gict.world/en/science/1-history-of-information-copies.html	(from https://gict.world/)
19:21:03	9863/9863	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:01%20GMT	https://gict.world/en/science/	D:/Websites/gict.world.1/gict.world.1/gict.world/en/science/index.html	(from https://gict.world/)
19:21:03	10364/10364	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:02%20GMT	https://gict.world/en/science/2-research	D:/Websites/gict.world.1/gict.world.1/gict.world/en/science/2-research.html	(from https://gict.world/)
19:21:03	8594/8594	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:02%20GMT	https://gict.world/en/page/4-contacts	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/4-contacts.html	(from https://gict.world/)
19:21:04	3394/3394	---M--	200	added ('OK')	image/png	etag:%2210e1b4d-d42-5754584c13100%22	https://gict.world/img/icons/Pill.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/Pill.png	(from https://gict.world/)
19:21:04	615920/615920	---M--	200	added ('OK')	image/jpeg	etag:%2210e1b58-965f0-57155afe91440%22	https://gict.world/img/slider/2.jpg	D:/Websites/gict.world.1/gict.world.1/gict.world/img/slider/2.jpg	(from https://gict.world/)
19:21:04	3737/3737	---M--	200	added ('OK')	image/png	etag:%2210e1b45-e99-57545b5a16600%22	https://gict.world/img/icons/huge_investors.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/huge_investors.png	(from https://gict.world/)
19:21:04	1782/1782	---M--	200	added ('OK')	image/png	etag:%2210e1b46-6f6-56a45a9e1f9c0%22	https://gict.world/img/icons/investment.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/investment.png	(from https://gict.world/)
19:21:04	4215/4215	---M--	200	added ('OK')	image/png	etag:%2210e1b4b-1077-575468c444c40%22	https://gict.world/img/icons/history.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/history.png	(from https://gict.world/)
19:21:04	2115/2115	---M--	200	added ('OK')	image/png	etag:%2210e1b4e-843-56a45aa0fc080%22	https://gict.world/img/icons/send.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/send.png	(from https://gict.world/)
19:21:05	2313/2313	---M--	200	added ('OK')	image/png	etag:%2210e1b52-909-575469e4473c0%22	https://gict.world/img/icons/quantum.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/quantum.png	(from https://gict.world/)
19:21:05	3467/3467	---M--	200	added ('OK')	image/png	etag:%2210e1b51-d8b-57546c6cc6dc0%22	https://gict.world/img/icons/business_model.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/business_model.png	(from https://gict.world/)
19:21:05	4620/4620	---M--	200	added ('OK')	image/png	etag:%2210e1b4c-120c-57546effc4080%22	https://gict.world/img/icons/web_access.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/web_access.png	(from https://gict.world/)
19:21:05	3950/3950	---M--	200	added ('OK')	image/png	etag:%2210e1b55-f6e-5754726b3d200%22	https://gict.world/img/icons/science.png	D:/Websites/gict.world.1/gict.world.1/gict.world/img/icons/science.png	(from https://gict.world/)
19:21:06	11671/11671	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:04%20GMT	https://gict.world/en/science/post/2-how-does-the-technological-model-of-ic-medical-work	D:/Websites/gict.world.1/gict.world.1/gict.world/en/science/post/2-how-does-the-technological-model-of-ic-medical-work.html	(from https://gict.world/)
19:21:06	12137/12137	---M--	200	added ('OK')	image/jpeg	etag:%2210d1f63-2f69-575c0bfff2cf5%22	https://gict.world/images/blog/thumbs-small/5504e5a79cab42592f84ab7db64d3d98.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/blog/thumbs-small/5504e5a79cab42592f84ab7db64d3d98.jpg	(from https://gict.world/)
19:21:06	11738/11738	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:05%20GMT	https://gict.world/en/science/post/1-how-a-glass-of-live-giving-liquid-is-becoming-an-information-copy-of-medical-substance	D:/Websites/gict.world.1/gict.world.1/gict.world/en/science/post/1-how-a-glass-of-live-giving-liquid-is-becoming-an-information-copy-of-medical-substance.html	(from https://gict.world/)
19:21:06	4579/4579	---M--	200	added ('OK')	image/jpeg	etag:%2210d1f66-11e3-575c0c93b3213%22	https://gict.world/images/blog/thumbs-small/041d3290a8b7c0cbe6ed733608b1c08f.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/blog/thumbs-small/041d3290a8b7c0cbe6ed733608b1c08f.jpg	(from https://gict.world/)
19:21:07	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	D:/Websites/gict.world.1/gict.world.1/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://gict.world/)
19:21:07	37045/37045	---M-Z	200	added ('OK')	text/javascript	etag:%221544639631%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	D:/Websites/gict.world.1/gict.world.1/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js	(from https://gict.world/)
19:21:07	77037/77037	---M--	200	added ('OK')	application/javascript	etag:%2210e1b81-12ced-572e763cdd940%22	https://gict.world/asset/js/owl.carousel.min.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/owl.carousel.min.js	(from https://gict.world/)
19:21:07	34695/34695	---M--	200	added ('OK')	application/javascript	etag:%2210e1b84-8787-56a45a7cbeb00%22	https://gict.world/asset/js/isotope.pkgd.min.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/isotope.pkgd.min.js	(from https://gict.world/)
19:21:07	5441/5441	---M--	200	added ('OK')	application/javascript	etag:%2210e1b80-1541-56a45a7cbeb00%22	https://gict.world/asset/js/imagesloaded.pkgd.min.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/imagesloaded.pkgd.min.js	(from https://gict.world/)
19:21:08	11438/11438	---M--	200	added ('OK')	application/javascript	etag:%2210e1b7d-2cae-56a45a7db2d40%22	https://gict.world/asset/js/jquery.meanmenu.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/jquery.meanmenu.js	(from https://gict.world/)
19:21:08	41730/41730	---M--	200	added ('OK')	application/javascript	etag:%2210e1b7f-a302-56a45a7db2d40%22	https://gict.world/asset/js/jquery.magnific-popup.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/jquery.magnific-popup.js	(from https://gict.world/)
19:21:08	62719/62719	---M--	200	added ('OK')	application/javascript	etag:%2210e1b7e-f4ff-572e762f839c0%22	https://gict.world/asset/js/plugins.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/plugins.js	(from https://gict.world/)
19:21:08	5446/5446	---M--	200	added ('OK')	application/javascript	etag:%2210e1b82-1546-5748eae3d8a40%22	https://gict.world/asset/js/main.js	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/js/main.js	(from https://gict.world/)
19:21:09	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	etag:%221544639731%22	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/fonts/glyphicons-halflings-regular.svg	D:/Websites/gict.world.1/gict.world.1/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/fonts/glyphicons-halflings-regular.svg	(from https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css)
19:21:09	165742/165742	---M--	200	added ('OK')	text/html	etag:%2210e1b60-2876e-56a45a6e70940%22	https://gict.world/asset/css/fonts/fontawesome-webfont.eot@v=4.7.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/fontawesome-webfont.eot@v=4.7.html	(from https://gict.world/asset/css/src/font-awesome.min.css)
19:21:09	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2210e1b63-2876e-56a45a6e70940%22	https://gict.world/asset/css/fonts/fontawesome-webfont.eot	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/fontawesome-webfont.eot	(from https://gict.world/asset/css/src/font-awesome.min.css)
19:21:10	77160/77160	---M--	200	added ('OK')	text/html	etag:%2210e1b5e-12d68-56a45a7241240%22	https://gict.world/asset/css/fonts/fontawesome-webfont.woff2@v=4.7.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/fontawesome-webfont.woff2@v=4.7.html	(from https://gict.world/asset/css/src/font-awesome.min.css)
19:21:10	98024/98024	---M--	200	added ('OK')	text/html	etag:%2210e1b64-17ee8-56a45a714d000%22	https://gict.world/asset/css/fonts/fontawesome-webfont.woff@v=4.7.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/fontawesome-webfont.woff@v=4.7.html	(from https://gict.world/asset/css/src/font-awesome.min.css)
19:21:10	165548/165548	---M--	200	added ('OK')	text/html	etag:%2210e1b62-286ac-56a45a7058dc0%22	https://gict.world/asset/css/fonts/fontawesome-webfont.ttf@v=4.7.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/fontawesome-webfont.ttf@v=4.7.html	(from https://gict.world/asset/css/src/font-awesome.min.css)
19:21:11	38384/38384	---M--	200	added ('OK')	text/html	etag:%2210e1b66-95f0-56a45a7611b40%22	https://gict.world/asset/css/fonts/Material-Design-Iconic-Font.woff2@v=2.2.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/Material-Design-Iconic-Font.woff2@v=2.2.html	(from https://gict.world/asset/css/src/material-design-iconic-font.min.css)
19:21:11	444379/444379	---M--	200	added ('OK')	text/html	etag:%2210e1b61-6c7db-56a45a6f64b80%22	https://gict.world/asset/css/fonts/fontawesome-webfont.svg@v=4.7.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/fontawesome-webfont.svg@v=4.7.html	(from https://gict.world/asset/css/src/font-awesome.min.css)
19:21:11	50312/50312	---M--	200	added ('OK')	text/html	etag:%2210e1b65-c488-56a45a7611b40%22	https://gict.world/asset/css/fonts/Material-Design-Iconic-Font.woff@v=2.2.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/Material-Design-Iconic-Font.woff@v=2.2.html	(from https://gict.world/asset/css/src/material-design-iconic-font.min.css)
19:21:12	99212/99212	---M--	200	added ('OK')	text/html	etag:%2210e1b5f-1838c-56a45a74296c0%22	https://gict.world/asset/css/fonts/Material-Design-Iconic-Font.ttf@v=2.2.0	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/fonts/Material-Design-Iconic-Font.ttf@v=2.2.html	(from https://gict.world/asset/css/src/material-design-iconic-font.min.css)
19:21:33	16974/16974	---M--	200	added ('OK')	text/css	etag:%2210e1b75-424e-5751e121e5640%22	https://gict.world/asset/css/layout/default.css	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/layout/default.css	(from https://gict.world/asset/css/layout/shortcodes.css)
19:21:33	7275/7275	---M--	200	added ('OK')	text/css	etag:%2210e1b79-1c6b-574b660f397c0%22	https://gict.world/asset/css/layout/header.css	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/layout/header.css	(from https://gict.world/asset/css/layout/shortcodes.css)
19:21:33	2767/2767	---M--	200	added ('OK')	text/css	etag:%2210e1b78-acf-5748e9d500b40%22	https://gict.world/asset/css/layout/slider.css	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/layout/slider.css	(from https://gict.world/asset/css/layout/shortcodes.css)
19:21:33	3116/3116	---M--	200	added ('OK')	text/css	etag:%2210e1b76-c2c-572e7399aa040%22	https://gict.world/asset/css/layout/footer.css	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/layout/footer.css	(from https://gict.world/asset/css/layout/shortcodes.css)
19:21:34	32654/32654	---M--	200	added ('OK')	text/css	etag:%2210e1b74-7f8e-575a8c98d7600%22	https://gict.world/asset/css/layout/style.css	D:/Websites/gict.world.1/gict.world.1/gict.world/asset/css/layout/style.css	(from https://gict.world/asset/css/layout/shortcodes.css)
19:21:34	31114/31114	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:33%20GMT	https://gict.world/ru/page/1-o-nas	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/page/1-o-nas.html	(from https://gict.world/ru)
19:21:34	7643/7643	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:33%20GMT	https://gict.world/ru/page/2-nash-proyekt	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/page/2-nash-proyekt.html	(from https://gict.world/ru)
19:21:34	7872/7872	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:33%20GMT	https://gict.world/ru/page/3-informacionnaya-kopiya-ic	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/page/3-informacionnaya-kopiya-ic.html	(from https://gict.world/ru)
19:21:35	108667/108667	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:33%20GMT	https://gict.world/ru/page/5-investicionnoe-predlozhenie	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/page/5-investicionnoe-predlozhenie.html	(from https://gict.world/ru)
19:21:35	9918/9918	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:34%20GMT	https://gict.world/ru/science/1-Istoriya-informatsii-kopiy	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/science/1-Istoriya-informatsii-kopiy.html	(from https://gict.world/ru)
19:21:35	11022/11022	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:34%20GMT	https://gict.world/ru/science/2-issledovaniye	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/science/2-issledovaniye.html	(from https://gict.world/ru)
19:21:35	8889/8889	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:34%20GMT	https://gict.world/ru/page/4-kontakty	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/page/4-kontakty.html	(from https://gict.world/ru)
19:21:35	12481/12481	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:34%20GMT	https://gict.world/ru/science/post/2-chto-takoe-informacionnye-kopii-i-tekhnologiya-ic-medicals	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/science/post/2-chto-takoe-informacionnye-kopii-i-tekhnologiya-ic-medicals.html	(from https://gict.world/ru)
19:21:36	12690/12690	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:34%20GMT	https://gict.world/ru/science/post/1-kak-chashka-zhivitelnoi-zhidkosti-stanovitsya-informacionnoi-kopiei-medicinskikh-resursov	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/science/post/1-kak-chashka-zhivitelnoi-zhidkosti-stanovitsya-informacionnoi-kopiei-medicinskikh-resursov.html	(from https://gict.world/ru)
19:21:36	32596/32596	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:35%20GMT	https://gict.world/bg/page/1-za-nas	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/page/1-za-nas.html	(from https://gict.world/bg)
19:21:36	7698/7698	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:35%20GMT	https://gict.world/bg/page/2-nashiyat-proekt	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/page/2-nashiyat-proekt.html	(from https://gict.world/bg)
19:21:37	7859/7859	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:35%20GMT	https://gict.world/bg/page/3-informacionno-kopie-ic	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/page/3-informacionno-kopie-ic.html	(from https://gict.world/bg)
19:21:37	121037/121037	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:36%20GMT	https://gict.world/bg/page/5-investicionno-predlozhenie	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/page/5-investicionno-predlozhenie.html	(from https://gict.world/bg)
19:21:37	10496/10496	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:35%20GMT	https://gict.world/ru/science/	D:/Websites/gict.world.1/gict.world.1/gict.world/ru/science/index.html	(from https://gict.world/ru)
19:21:37	10361/10361	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:36%20GMT	https://gict.world/bg/science/	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/science/index.html	(from https://gict.world/bg)
19:21:38	10051/10051	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:36%20GMT	https://gict.world/bg/science/1-istoria-na-informacionnite-kopia	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/science/1-istoria-na-informacionnite-kopia.html	(from https://gict.world/bg)
19:21:38	10861/10861	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:37%20GMT	https://gict.world/bg/science/2-izsledvaniya	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/science/2-izsledvaniya.html	(from https://gict.world/bg)
19:21:38	8896/8896	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:37%20GMT	https://gict.world/bg/page/4-kontakti	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/page/4-kontakti.html	(from https://gict.world/bg)
19:21:38	12427/12427	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:37%20GMT	https://gict.world/bg/science/post/2-kak-raboti-tekhnologichniyat-model-na-informacionnite-kopiya	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/science/post/2-kak-raboti-tekhnologichniyat-model-na-informacionnite-kopiya.html	(from https://gict.world/bg)
19:21:39	12327/12327	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Jan%202021%2017:21:37%20GMT	https://gict.world/bg/science/post/1-kak-chasha-voda-stava-informacionno-kopie-na-lechebni-sredstva	D:/Websites/gict.world.1/gict.world.1/gict.world/bg/science/post/1-kak-chasha-voda-stava-informacionno-kopie-na-lechebni-sredstva.html	(from https://gict.world/bg)
19:21:39	48667/48667	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jan%202021%2017:21:38%20GMT	https://gict.world/en/page/image/1-about-us.jpg	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/image/1-about-us.jpg	(from https://gict.world/en/page/1-about-us)
19:21:39	12306/12306	---M--	200	added ('OK')	image/png	etag:%2210e1b31-3012-5751a4ba11280%22	https://gict.world/uploads/images/logo_bodyfreq.png	D:/Websites/gict.world.1/gict.world.1/gict.world/uploads/images/logo_bodyfreq.png	(from https://gict.world/en/page/1-about-us)
19:21:40	152697/152697	---M--	200	added ('OK')	image/jpeg	etag:%2210d157b-25479-5751ae4488ecc%22	https://gict.world/images/team/388abcbcb6657de3c6119f8bacc26511.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/team/388abcbcb6657de3c6119f8bacc26511.jpg	(from https://gict.world/en/page/1-about-us)
19:21:40	137465/137465	---M--	200	added ('OK')	image/jpeg	etag:%2210d157f-218f9-5751af94adb67%22	https://gict.world/images/team/e82dd91ca7bcbea260052aa239510601.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/team/e82dd91ca7bcbea260052aa239510601.jpg	(from https://gict.world/en/page/1-about-us)
19:21:40	179167/179167	---M--	200	added ('OK')	image/jpeg	etag:%2210d1581-2bbdf-5757f28930699%22	https://gict.world/images/team/eee95a4e43890358edc46094cf14b9dd.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/team/eee95a4e43890358edc46094cf14b9dd.jpg	(from https://gict.world/en/page/1-about-us)
19:21:40	137642/137642	---M--	200	added ('OK')	image/jpeg	etag:%2210d157e-219aa-5751b2b70700a%22	https://gict.world/images/team/75aa752612e085b1bc9237871f32b4b7.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/team/75aa752612e085b1bc9237871f32b4b7.jpg	(from https://gict.world/en/page/1-about-us)
19:21:40	121989/121989	---M--	200	added ('OK')	image/jpeg	etag:%2210d157c-1dc85-574033b27d182%22	https://gict.world/images/team/51ee89f09563e0cdbe2ac72ed282ae90.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/team/51ee89f09563e0cdbe2ac72ed282ae90.jpg	(from https://gict.world/en/page/1-about-us)
19:21:41	141460/141460	---M--	200	added ('OK')	image/jpeg	etag:%2210d157d-22894-5751b37f675e9%22	https://gict.world/images/team/9577b7d8c0f5bb8db59e549b54a18def.jpeg	D:/Websites/gict.world.1/gict.world.1/gict.world/images/team/9577b7d8c0f5bb8db59e549b54a18def.jpg	(from https://gict.world/en/page/1-about-us)
19:21:41	49021/49021	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jan%202021%2017:21:40%20GMT	https://gict.world/en/page/image/2-our-project.jpg	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/image/2-our-project.jpg	(from https://gict.world/en/page/2-our-project)
19:21:41	50817/50817	---MC-	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jan%202021%2017:21:40%20GMT	https://gict.world/en/page/image/3-information-copy-ic.jpg	D:/Websites/gict.world.1/gict.world.1/gict.world/en/page/image/3-information-copy-ic.jpg	(from https://gict.world/en/page/3-information-copy-ic)
